epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,47.1465,2.24146,8.83274,1.5791,0.52676,0.13516,0.14186,0.05542,2.48212,4.36539,1.50664,0.000552258,0.000552258,0.000552258
2,76.7664,2.35069,5.19066,1.68164,0.3377,0.19188,0.15742,0.06292,2.32608,2.5183,1.6739,0.00110061,0.00110061,0.00110061
3,105.851,2.35238,3.45755,1.67752,0.20316,0.40034,0.13373,0.04432,2.44372,6.83826,1.65448,0.00164163,0.00164163,0.00164163
4,134.635,2.31432,2.97816,1.67801,0.32575,0.15709,0.1367,0.05817,2.53484,6.18301,1.68487,0.00163399,0.00163399,0.00163399
5,163.547,2.20426,2.59283,1.62133,0.51385,0.28378,0.25185,0.09911,2.47287,2.68977,1.67722,0.00162299,0.00162299,0.00162299
6,192.226,2.10522,2.35448,1.55695,0.47223,0.25713,0.24323,0.08228,2.55551,2.83984,1.68639,0.00161199,0.00161199,0.00161199
7,220.938,2.11811,2.34803,1.54919,0.52174,0.28716,0.28208,0.12909,2.43741,2.25697,1.68832,0.00160099,0.00160099,0.00160099
8,249.647,2.07288,2.22769,1.53144,0.5212,0.31951,0.30834,0.13204,2.31962,2.28994,1.58844,0.00158998,0.00158998,0.00158998
9,278.372,2.01944,2.07963,1.4955,0.53864,0.30949,0.32676,0.1462,2.32539,2.13729,1.54231,0.00157898,0.00157898,0.00157898
10,307.043,1.94344,1.94368,1.44205,0.40674,0.36993,0.32113,0.14298,2.22751,2.2323,1.46897,0.00156798,0.00156798,0.00156798
11,335.818,1.96192,1.97489,1.43879,0.52981,0.36824,0.33987,0.14158,2.23225,2.1505,1.62261,0.00155698,0.00155698,0.00155698
12,364.572,1.9095,1.87734,1.41651,0.40671,0.30292,0.28193,0.12919,2.36297,2.42171,1.61234,0.00154598,0.00154598,0.00154598
13,393.28,1.89136,1.86694,1.42034,0.73636,0.30743,0.35256,0.14866,2.41151,2.1537,1.68485,0.00153497,0.00153497,0.00153497
14,422.095,1.87787,1.79595,1.394,0.47692,0.38139,0.29849,0.13836,2.25254,2.17683,1.4783,0.00152397,0.00152397,0.00152397
15,450.728,1.85185,1.72838,1.38247,0.55122,0.33446,0.36995,0.16107,2.24787,1.97654,1.52244,0.00151297,0.00151297,0.00151297
16,479.545,1.80907,1.65744,1.35158,0.533,0.36486,0.37869,0.14759,2.33935,2.11881,1.55752,0.00150197,0.00150197,0.00150197
17,508.262,1.80202,1.61272,1.35283,0.59374,0.30236,0.29169,0.12586,2.39147,2.34612,1.5621,0.00149096,0.00149096,0.00149096
18,537.095,1.765,1.62043,1.33635,0.48914,0.35811,0.35501,0.15502,2.36257,2.12673,1.67536,0.00147996,0.00147996,0.00147996
19,565.845,1.75538,1.52419,1.30918,0.67843,0.29673,0.33883,0.14742,2.29559,3.13995,1.54396,0.00146896,0.00146896,0.00146896
20,594.568,1.78718,1.56115,1.3311,0.55108,0.34154,0.37138,0.14344,2.4037,2.1878,1.60181,0.00145796,0.00145796,0.00145796
21,623.323,1.78158,1.5397,1.31609,0.73921,0.43243,0.46442,0.20471,2.19145,1.83849,1.47308,0.00144696,0.00144696,0.00144696
22,652.172,1.72834,1.45073,1.28075,0.60169,0.38922,0.42045,0.17903,2.2911,1.97395,1.54709,0.00143595,0.00143595,0.00143595
23,680.921,1.72562,1.46017,1.29514,0.62212,0.34459,0.37947,0.17609,2.27402,2.17146,1.53619,0.00142495,0.00142495,0.00142495
24,709.744,1.68325,1.42191,1.26158,0.50755,0.40878,0.3786,0.16165,2.24039,2.1535,1.51011,0.00141395,0.00141395,0.00141395
25,738.498,1.6897,1.43588,1.27534,0.54449,0.32759,0.34403,0.15059,2.46987,2.24444,1.68836,0.00140295,0.00140295,0.00140295
26,767.319,1.65532,1.39203,1.27108,0.48183,0.42061,0.37871,0.15885,2.41766,2.10331,1.6879,0.00139195,0.00139195,0.00139195
27,796.099,1.66303,1.35379,1.26141,0.62657,0.41047,0.44666,0.18457,2.33811,1.96358,1.53287,0.00138094,0.00138094,0.00138094
28,824.945,1.63102,1.30566,1.24166,0.5782,0.39527,0.37022,0.14205,2.28249,1.92985,1.56602,0.00136994,0.00136994,0.00136994
29,853.844,1.66421,1.3457,1.26215,0.57049,0.42061,0.42353,0.16049,2.30022,1.87136,1.53034,0.00135894,0.00135894,0.00135894
30,882.67,1.59933,1.28579,1.2186,0.76078,0.38007,0.45016,0.18422,2.44354,1.93398,1.60193,0.00134794,0.00134794,0.00134794
31,911.431,1.59496,1.24574,1.20896,0.67931,0.36655,0.37309,0.16021,2.33335,2.00824,1.58933,0.00133693,0.00133693,0.00133693
32,940.265,1.61207,1.26095,1.24099,0.59929,0.40255,0.44833,0.19291,2.25842,1.9951,1.56283,0.00132593,0.00132593,0.00132593
33,969.118,1.58515,1.21831,1.23625,0.55286,0.43412,0.42778,0.19915,2.23869,1.76588,1.49689,0.00131493,0.00131493,0.00131493
34,998.066,1.57057,1.25704,1.22298,0.62212,0.38345,0.41134,0.17587,2.29528,2.04605,1.53939,0.00130393,0.00130393,0.00130393
